ENGINE RUN TIME,ENGINE RPM,VEHICLE SPEED,THROTTLE,ENGINE LOAD,COOLANT TEMPERATURE,LONG TERM FUEL TRIM BANK 1,SHORT TERM FUEL TRIM BANK 1,INTAKE MANIFOLD PRESSURE,FUEL TANK,ABSOLUTE THROTTLE B,PEDAL D,PEDAL E,COMMANDED THROTTLE ACTUATOR,FUEL AIR COMMANDED EQUIV RATIO,ABSOLUTE BAROMETRIC PRESSURE,RELATIVE THROTTLE POSITION,INTAKE AIR TEMP,TIMING ADVANCE,CATALYST TEMPERATURE BANK1 SENSOR1,CATALYST TEMPERATURE BANK1 SENSOR2,CONTROL MODULE VOLTAGE,COMMANDED EVAPORATIVE PURGE,TIME RUN WITH MIL ON,TIME SINCE TROUBLE CODES CLEARED,DISTANCE TRAVELED WITH MIL ON,WARM UPS SINCE CODES CLEARED
0.0,0.0,17.647058,0.0,81.0,22.489156616405637,0.0,101.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.382,0.0,0.0,8260.0,0.0,255.0,
0.0,0.0,17.647058,0.0,81.0,22.839099302378376,0.0,101.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.382,0.0,0.0,8260.0,0.0,255.0,
0.0,0.0,17.647058,0.0,81.0,22.991598225039805,0.0,101.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.363,0.0,0.0,8260.0,0.0,255.0,
0.0,0.0,17.647058,0.0,81.0,22.685238147990205,0.0,101.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.363,0.0,0.0,8260.0,0.0,255.0,
245.25,0.0,17.254902,88.627449,81.0,22.513149001400908,0.0,83.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.363,0.0,0.0,8260.0,0.0,255.0,
245.25,0.0,17.254902,88.627449,81.0,22.57391693413914,0.0,83.0,60.392159,49.803921,16.078432,31.764706,17.254902,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.363,0.0,0.0,8260.0,0.0,255.0,
245.25,0.0,17.254902,88.627449,81.0,22.768694107418497,0.0,83.0,60.392159,49.019608,16.078432,31.764706,20.392157,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.031,0.0,0.0,8260.0,0.0,255.0,
1128.0,0.0,17.254902,30.588236,81.0,27.312666407595145,0.0,32.0,60.392159,49.019608,16.078432,31.764706,20.392157,0.0,100.0,0.0,45.0,5.0,424.799988,251.5,12.031,0.0,0.0,8260.0,0.0,255.0,
1128.0,0.0,19.215687,30.588236,81.0,27.292549897874313,0.0,32.0,60.392159,49.019608,16.078432,31.764706,20.392157,0.0,100.0,0.0,46.0,2.0,424.799988,251.5,12.031,0.0,0.0,8260.0,0.0,255.0,
1128.0,0.0,19.215687,30.588236,81.0,27.12440176404882,0.0,32.0,60.392159,49.019608,16.078432,31.764706,20.392157,0.0,100.0,0.0,46.0,2.0,64.099998,63.300003,11.894,0.0,0.0,8260.0,0.0,255.0,
1128.0,0.0,19.215687,30.588236,81.0,27.376251878928866,0.0,32.0,60.392159,51.372547,16.078432,31.764706,19.215687,0.0,100.0,0.0,46.0,2.0,64.099998,63.300003,11.894,0.0,0.0,8260.0,0.0,255.0,
